City,Cloudiness,Country,Date,Humidity,Lat,Lon,Max Temp,Wind Speed
kapaa,40,US,1579055792,74,-24.898705091395854,23.682038455751524,78.8,4.7
punta arenas,20,CL,1579055608,70,87.15494615055155,105.6412319815326,42.8,13.87
pevek,100,RU,1579055792,72,-30.38395840053088,-91.07154914258219,2.73,3.96
puerto ayora,27,EC,1579055793,75,17.271372638422974,-173.85550711255803,77.0,3.0
longyearbyen,20,SJ,1579055793,83,3.685700265722545,-174.60811598190804,-5.8,10.29
abu kamal,60,SY,1579055793,55,-61.92140104269072,-112.94349996224135,42.28,1.25
vaini,40,TO,1579055793,74,30.71604014634893,3.9126891185913166,86.0,11.41
harper,64,LR,1579055793,92,88.7734897896577,167.6476444944892,75.9,2.15
zyryanskoye,100,RU,1579055793,89,-20.489063529391856,-97.36338390131385,16.34,9.15
chokurdakh,96,RU,1579055793,100,86.43065948585448,15.186111573159195,-23.64,1.1
fairview,90,US,1579055794,87,-81.56500931548169,72.279628698625,45.0,4.7
acajutla,80,SV,1579055794,72,65.93095817075951,-112.71866449524357,75.99,8.01
kolokani,58,ML,1579055794,14,33.62555573403385,39.292608325308095,62.42,11.43
jamestown,90,US,1579055625,93,-35.90900948218909,-172.34614838976105,42.8,14.99
miraflores,5,MX,1579055794,45,35.570900349660974,121.1723778269668,68.0,5.82
ostrovnoy,100,RU,1579055794,94,-43.71280660043907,115.83456465743183,25.81,14.45
jining,59,CN,1579055794,20,65.34764898381391,-136.3740398140354,44.01,2.84
sibolga,99,ID,1579055794,60,-38.14031359804967,-147.71998731958854,85.98,1.36
ribeira grande,99,PT,1579055794,74,46.69289349050939,168.64398777287812,54.91,19.66
port alfred,11,ZA,1579055795,96,61.75139882410966,-37.987588188406534,71.01,3.13
hobart,0,AU,1579055778,34,4.44669346449156,78.29044911481145,90.0,12.75
sakakah,34,SA,1579055795,48,-24.71304779029775,135.01170210900347,39.2,5.68
thompson,90,CA,1579055795,75,77.26497739596249,-91.6872613319766,-14.8,5.82
narsaq,5,GL,1579055795,46,-34.2001278920014,-27.28624661070495,10.4,4.88
faanui,77,PF,1579055795,80,7.564891607897806,35.38439297191431,81.05,16.71
rio verde de mato grosso,13,BR,1579055795,78,54.41309008215276,135.81899814171766,76.48,5.48
rikitea,0,PF,1579055795,78,-29.98294895363025,151.42694001283093,78.58,11.86
liangxiang,0,CN,1579055795,49,70.68538277796009,-17.88692178867339,39.0,4.47
buraydah,7,SA,1579055693,64,-60.62696271890011,21.23216431948282,37.4,4.81
alappuzha,40,IN,1579055796,67,42.40627568839247,-74.89015180017229,76.73,3.51
saldanha,28,ZA,1579055796,96,-1.269754461318243,78.44930958062673,66.0,10.51
sun valley,40,US,1579055538,50,-50.01138899850678,-46.53713745103548,37.4,8.05
grand gaube,40,MU,1579055796,94,79.84656287365056,69.91430593168349,80.01,5.82
georgetown,20,MY,1579055796,69,-53.747861101562684,-107.62366436029188,84.2,6.93
sebezh,100,RU,1579055796,82,57.9590194039142,156.48181841247475,37.49,12.82
cidreira,2,BR,1579055796,85,42.03343879695083,-125.48359464673854,76.89,26.91
namatanai,100,PG,1579055796,75,60.40532583889751,77.14283121560038,85.44,14.03
sao filipe,100,CV,1579055797,65,-5.188244783181204,125.53081208173694,71.37,14.2
sergeyevka,93,KZ,1579055797,96,89.44485490762642,3.1416874394549836,9.1,7.54
aklavik,90,CA,1579055797,76,-36.65442467460078,-163.5865363346722,-7.6,2.24
mistelbach,90,AT,1579055797,92,86.42225706517527,126.59407502352957,32.0,9.17
baoding,8,CN,1579055797,37,-25.878612361596154,86.96008709478463,29.08,1.07
hennenman,0,ZA,1579055797,87,-7.385292197111141,177.90783582261633,64.0,9.33
vostok,7,RU,1579055797,85,76.37807830135984,51.18115486586149,5.61,3.15
kaitangata,24,NZ,1579055797,69,-78.77876970264397,36.62436711383282,59.0,11.01
kisangani,0,CD,1579055797,78,-58.34060834695525,-55.157527871187796,71.28,2.04
tuatapere,0,NZ,1579055798,47,-64.51907726436107,-155.1415466405414,69.24,5.44
samarai,92,PG,1579055798,68,57.55726996756633,-125.60367817010022,83.5,8.68
new norfolk,0,AU,1579055798,34,15.682246371305041,147.95934593003676,90.0,12.75
tuktoyaktuk,90,CA,1579055798,84,65.21726349613735,-170.22458237109709,3.2,16.11
bellavista,40,PE,1579055798,100,-24.898705091395854,23.682038455751524,62.6,6.93
antofagasta,90,CL,1579055798,82,87.15494615055155,105.6412319815326,66.2,6.93
isangel,75,VU,1579055799,70,-30.38395840053088,-91.07154914258219,86.0,11.41
yulara,0,AU,1579055799,12,17.271372638422974,-173.85550711255803,102.2,12.75
talcahuano,0,CL,1579055799,67,3.685700265722545,-174.60811598190804,59.0,18.34
barrow,90,US,1579055799,77,-61.92140104269072,-112.94349996224135,-0.4,27.51
tabas,0,IR,1579055799,43,30.71604014634893,3.9126891185913166,32.0,4.7
ecoporanga,69,BR,1579055799,93,88.7734897896577,167.6476444944892,66.6,3.56
ust-nera,75,RU,1579055525,98,-20.489063529391856,-97.36338390131385,-36.4,1.95
leningradskiy,97,RU,1579055799,82,86.43065948585448,15.186111573159195,-5.78,14.52
scarborough,97,GB,1579055772,87,-81.56500931548169,72.279628698625,46.0,8.05
te anau,5,NZ,1579055800,72,65.93095817075951,-112.71866449524357,58.23,1.9
ginda,4,IN,1579055800,70,33.62555573403385,39.292608325308095,41.68,3.62
jardim,100,BR,1579055800,79,-35.90900948218909,-172.34614838976105,78.12,4.56
kahului,20,US,1579055800,57,35.570900349660974,121.1723778269668,78.8,24.16
pyu,0,MM,1579055800,49,-43.71280660043907,115.83456465743183,75.63,5.17
lamu,2,KE,1579055801,81,65.34764898381391,-136.3740398140354,82.17,17.2
alofi,100,NU,1579055801,81,-38.14031359804967,-147.71998731958854,81.63,14.83
salalah,0,OM,1579055801,16,46.69289349050939,168.64398777287812,66.2,23.04
cape town,20,ZA,1579055732,88,61.75139882410966,-37.987588188406534,71.01,11.41
cayenne,75,GF,1579055801,88,4.44669346449156,78.29044911481145,78.8,8.05
sitka,20,US,1579055801,44,-24.71304779029775,135.01170210900347,17.6,10.29
los llanos de aridane,0,ES,1579055801,34,77.26497739596249,-91.6872613319766,64.4,10.29
hermanus,96,ZA,1579055801,86,-34.2001278920014,-27.28624661070495,73.99,4.0
chuy,1,UY,1579055802,86,7.564891607897806,35.38439297191431,73.45,11.9
caohai,99,CN,1579055802,84,54.41309008215276,135.81899814171766,41.2,2.21
zhezkazgan,90,KZ,1579055802,92,-29.98294895363025,151.42694001283093,24.8,22.37
beira,90,MZ,1579055802,94,70.68538277796009,-17.88692178867339,75.2,18.34
kodiak,1,US,1579055802,53,-60.62696271890011,21.23216431948282,26.6,23.17
tsiroanomandidy,100,MG,1579055802,92,42.40627568839247,-74.89015180017229,69.87,1.9
petropavlovsk-kamchatskiy,100,RU,1579055802,49,-1.269754461318243,78.44930958062673,26.6,20.13
sistranda,75,NO,1579055802,56,-50.01138899850678,-46.53713745103548,41.0,17.22
jalu,100,LY,1579055802,84,79.84656287365056,69.91430593168349,54.14,7.47
ormond beach,20,US,1579055803,100,-53.747861101562684,-107.62366436029188,72.0,5.5
whitehorse,5,CA,1579055590,65,57.9590194039142,156.48181841247475,-34.01,4.7
manadhoo,61,MV,1579055803,63,42.03343879695083,-125.48359464673854,81.3,9.66
saint george,1,US,1579055803,52,60.40532583889751,77.14283121560038,42.8,4.7
hami,100,CN,1579055803,94,-5.188244783181204,125.53081208173694,21.61,2.48
the valley,20,AI,1579055803,78,89.44485490762642,3.1416874394549836,77.0,13.87
itarema,74,BR,1579055804,91,-36.65442467460078,-163.5865363346722,75.81,2.53
beloha,97,MG,1579055804,69,86.42225706517527,126.59407502352957,77.54,5.55
general roca,0,AR,1579055804,40,-25.878612361596154,86.96008709478463,69.8,6.93
bluff,0,NZ,1579055804,54,-7.385292197111141,177.90783582261633,65.28,11.97
suoyarvi,100,RU,1579055804,96,76.37807830135984,51.18115486586149,36.41,16.24
mount isa,0,AU,1579055804,31,-78.77876970264397,36.62436711383282,100.4,12.75
half moon bay,90,US,1579055804,81,-58.34060834695525,-55.157527871187796,51.01,6.71
nhulunbuy,40,AU,1579055805,59,-64.51907726436107,-155.1415466405414,91.4,16.11
mumford,0,GH,1579055805,86,57.55726996756633,-125.60367817010022,76.71,2.06
tual,99,ID,1579055805,74,15.682246371305041,147.95934593003676,84.38,13.56
sao miguel do araguaia,42,BR,1579055805,80,65.21726349613735,-170.22458237109709,75.06,2.62
anahuac,20,MX,1579055805,69,-24.898705091395854,23.682038455751524,73.4,1.99
fortuna,75,US,1579055805,93,87.15494615055155,105.6412319815326,44.6,0.83
balarampur,0,IN,1579055805,87,-30.38395840053088,-91.07154914258219,55.4,1.05
pryozerne,0,UA,1579055805,79,17.271372638422974,-173.85550711255803,39.85,10.69
cabo san lucas,90,MX,1579055587,82,3.685700265722545,-174.60811598190804,71.01,4.7
saint-philippe,0,RE,1579055806,73,-61.92140104269072,-112.94349996224135,80.6,5.82
morehead,1,US,1579055806,81,30.71604014634893,3.9126891185913166,48.2,3.36
batagay-alyta,0,RU,1579055806,83,88.7734897896577,167.6476444944892,-22.99,3.83
codrington,100,AU,1579055806,90,-20.489063529391856,-97.36338390131385,62.1,17.11
pitimbu,38,BR,1579055806,83,86.43065948585448,15.186111573159195,77.0,2.24
asyut,100,EG,1579055806,81,-81.56500931548169,72.279628698625,50.0,4.7
ilulissat,79,GL,1579055806,54,65.93095817075951,-112.71866449524357,1.4,19.46
richards bay,1,ZA,1579055806,78,33.62555573403385,39.292608325308095,76.62,5.66
suhbaatar,0,MN,1579055807,83,-35.90900948218909,-172.34614838976105,-4.27,3.56
ipira,0,BR,1579055807,92,35.570900349660974,121.1723778269668,70.39,5.88
ajaccio,0,FR,1579055807,80,-43.71280660043907,115.83456465743183,44.6,9.17
medicine hat,40,CA,1579055807,68,65.34764898381391,-136.3740398140354,-15.0,6.93
mehamn,100,NO,1579055807,95,-38.14031359804967,-147.71998731958854,26.69,33.93
bull savanna,0,JM,1579055807,83,46.69289349050939,168.64398777287812,69.89,13.94
tanabi,83,BR,1579055807,65,61.75139882410966,-37.987588188406534,80.6,4.7
cordoba,75,AR,1579055807,83,4.44669346449156,78.29044911481145,80.6,2.24
ternate,4,ID,1579055808,60,-24.71304779029775,135.01170210900347,88.47,4.88
minudasht,0,IR,1579055808,93,77.26497739596249,-91.6872613319766,39.2,6.62
cherskiy,100,RU,1579055585,98,-34.2001278920014,-27.28624661070495,-8.09,6.4
busselton,0,AU,1579055808,30,7.564891607897806,35.38439297191431,79.0,14.23
yar-sale,100,RU,1579055808,92,54.41309008215276,135.81899814171766,1.58,22.24
helena,1,US,1579055554,64,-29.98294895363025,151.42694001283093,6.01,1.79
san pedro,75,PH,1579055517,66,70.68538277796009,-17.88692178867339,84.99,3.36
orichi,18,RU,1579055808,96,-60.62696271890011,21.23216431948282,19.22,5.57
zhob,0,PK,1579055809,66,42.40627568839247,-74.89015180017229,30.69,2.91
vao,81,NC,1579055809,81,-1.269754461318243,78.44930958062673,78.58,17.43
bengkulu,7,ID,1579055809,56,-50.01138899850678,-46.53713745103548,87.53,1.3
el reten,25,CO,1579055809,58,79.84656287365056,69.91430593168349,82.4,19.46
high level,90,CA,1579055809,67,-53.747861101562684,-107.62366436029188,-22.0,9.17
dunedin,0,NZ,1579055809,63,57.9590194039142,156.48181841247475,60.01,15.99
pisco,75,PE,1579055809,83,42.03343879695083,-125.48359464673854,71.6,8.05
talara,14,PE,1579055809,92,60.40532583889751,77.14283121560038,71.51,14.16
palmer,90,US,1579055809,86,-5.188244783181204,125.53081208173694,41.0,3.36
malakal,0,SS,1579055810,21,89.44485490762642,3.1416874394549836,67.69,4.41
fort nelson,40,CA,1579055810,73,-36.65442467460078,-163.5865363346722,-32.8,1.21
zhigansk,100,RU,1579055810,94,86.42225706517527,126.59407502352957,-13.07,17.02
katsuura,75,JP,1579055810,87,-25.878612361596154,86.96008709478463,55.0,11.41
kismayo,77,SO,1579055810,80,-7.385292197111141,177.90783582261633,81.82,17.96
acapulco,5,MX,1579055552,78,76.37807830135984,51.18115486586149,82.4,6.93
pacific grove,1,US,1579055810,66,-78.77876970264397,36.62436711383282,53.6,8.05
ahipara,37,NZ,1579055810,100,-58.34060834695525,-55.157527871187796,69.01,1.01
naze,75,JP,1579055810,59,-64.51907726436107,-155.1415466405414,62.6,11.41
qaqortoq,5,GL,1579055811,46,57.55726996756633,-125.60367817010022,10.4,12.01
sorgun,16,TR,1579055811,73,15.682246371305041,147.95934593003676,29.75,0.25
abyek,0,IR,1579055811,85,65.21726349613735,-170.22458237109709,24.8,6.93
karratha,96,AU,1579055599,74,-24.898705091395854,23.682038455751524,84.6,4.97
tomino,75,ES,1579055811,100,87.15494615055155,105.6412319815326,61.0,23.04
grindavik,90,IS,1579055811,74,-30.38395840053088,-91.07154914258219,33.8,34.45
sioux lookout,90,CA,1579055811,85,17.271372638422974,-173.85550711255803,17.6,8.05
suntar,5,RU,1579055811,94,3.685700265722545,-174.60811598190804,-3.73,5.17
nome,90,US,1579055811,92,-61.92140104269072,-112.94349996224135,21.2,4.7
sortavala,100,RU,1579055812,89,30.71604014634893,3.9126891185913166,39.42,19.6
sorland,46,NO,1579055812,80,88.7734897896577,167.6476444944892,42.15,16.26
leninsk-kuznetskiy,100,RU,1579055812,85,-20.489063529391856,-97.36338390131385,19.4,11.18
geraldton,0,AU,1579055812,51,86.43065948585448,15.186111573159195,86.0,5.82
srednekolymsk,100,RU,1579055812,97,-81.56500931548169,72.279628698625,-21.08,5.64
ponta do sol,75,PT,1579055812,77,65.93095817075951,-112.71866449524357,60.8,11.41
torbay,40,CA,1579055812,72,33.62555573403385,39.292608325308095,14.0,11.41
amahai,0,ID,1579055812,70,-35.90900948218909,-172.34614838976105,83.48,2.75
kropotkin,100,RU,1579055813,83,35.570900349660974,121.1723778269668,39.0,10.54
singaraja,100,ID,1579055813,72,-43.71280660043907,115.83456465743183,83.26,3.87
arrecife,0,ES,1579055813,58,65.34764898381391,-136.3740398140354,57.2,8.05
ketchikan,1,US,1579055813,44,-38.14031359804967,-147.71998731958854,17.6,10.29
dingle,31,PH,1579055813,80,46.69289349050939,168.64398777287812,81.5,15.37
penzance,100,GB,1579055813,76,61.75139882410966,-37.987588188406534,50.0,12.75
ozinki,51,RU,1579055813,96,4.44669346449156,78.29044911481145,18.39,9.6
svetlogorsk,57,BY,1579055813,93,-24.71304779029775,135.01170210900347,32.67,10.4
butaritari,45,KI,1579055813,79,77.26497739596249,-91.6872613319766,84.36,19.6
aliwal north,19,ZA,1579055814,59,-34.2001278920014,-27.28624661070495,66.31,3.56
grand-lahou,0,CI,1579055814,85,7.564891607897806,35.38439297191431,80.83,6.73
kozhevnikovo,100,RU,1579055705,90,54.41309008215276,135.81899814171766,19.0,12.33
panaba,33,MX,1579055814,92,-29.98294895363025,151.42694001283093,73.78,9.62
roswell,40,US,1579055814,87,70.68538277796009,-17.88692178867339,61.0,3.36
necochea,37,AR,1579055814,85,-60.62696271890011,21.23216431948282,75.99,10.0
knysna,94,ZA,1579055814,100,42.40627568839247,-74.89015180017229,69.8,3.36
homer,1,US,1579055815,52,-1.269754461318243,78.44930958062673,23.0,8.05
upernavik,100,GL,1579055815,77,-50.01138899850678,-46.53713745103548,-5.98,2.89
barga,75,IT,1579055815,100,79.84656287365056,69.91430593168349,46.99,5.82
fairbanks,90,US,1579055815,84,-53.747861101562684,-107.62366436029188,3.2,2.01
kango,16,GA,1579055815,97,57.9590194039142,156.48181841247475,75.25,1.81
lorengau,100,PG,1579055815,75,42.03343879695083,-125.48359464673854,83.32,22.03
kavieng,100,PG,1579055815,77,60.40532583889751,77.14283121560038,83.84,18.79
provideniya,90,RU,1579055815,86,-5.188244783181204,125.53081208173694,30.2,13.42
luganville,75,VU,1579055815,94,89.44485490762642,3.1416874394549836,80.6,8.05
rakiv lis,100,UA,1579055816,82,-36.65442467460078,-163.5865363346722,32.63,9.55
ningxiang,88,CN,1579055816,59,86.42225706517527,126.59407502352957,22.21,3.06
conde,38,BR,1579055755,83,-25.878612361596154,86.96008709478463,77.0,2.24
souillac,40,MU,1579055816,94,-7.385292197111141,177.90783582261633,80.01,5.82
hilo,92,US,1579055816,80,76.37807830135984,51.18115486586149,75.99,4.0
tonj,0,SS,1579055816,27,-78.77876970264397,36.62436711383282,68.41,4.41
ayan,19,RU,1579055524,72,-58.34060834695525,-55.157527871187796,5.32,9.04
myitkyina,15,MM,1579055816,54,-64.51907726436107,-155.1415466405414,66.15,3.06
shenjiamen,100,CN,1579055816,68,57.55726996756633,-125.60367817010022,49.84,11.81
nabire,27,ID,1579055817,57,15.682246371305041,147.95934593003676,88.95,5.12
atuona,1,PF,1579055817,74,65.21726349613735,-170.22458237109709,81.43,18.48
constitucion,0,CL,1579055799,73,-24.898705091395854,23.682038455751524,56.07,9.08
punta alta,0,AR,1579055817,33,87.15494615055155,105.6412319815326,79.68,23.49
sao joao de pirabas,85,BR,1579055817,93,-30.38395840053088,-91.07154914258219,73.96,0.6
saskylakh,0,RU,1579055817,93,17.271372638422974,-173.85550711255803,-18.13,10.65
talnakh,87,RU,1579055585,75,3.685700265722545,-174.60811598190804,-13.0,11.18
scalea,0,IT,1579055817,87,-61.92140104269072,-112.94349996224135,39.99,3.67
klaksvik,84,FO,1579055818,93,30.71604014634893,3.9126891185913166,41.0,26.4
santa luzia,74,BR,1579055818,83,88.7734897896577,167.6476444944892,75.2,10.29
port lincoln,0,AU,1579055818,62,-20.489063529391856,-97.36338390131385,68.59,16.91
barabinsk,100,RU,1579055818,94,86.43065948585448,15.186111573159195,16.97,12.64
vila franca do campo,75,PT,1579055818,67,-81.56500931548169,72.279628698625,59.0,12.75
quatre cocos,40,MU,1579055818,94,65.93095817075951,-112.71866449524357,80.01,5.82
vestmannaeyjar,0,IS,1579055818,68,33.62555573403385,39.292608325308095,37.06,29.86
oranjemund,93,NA,1579055818,90,-35.90900948218909,-172.34614838976105,65.71,7.54
kegums,90,LV,1579055818,93,35.570900349660974,121.1723778269668,41.0,12.75
casimiro de abreu,49,BR,1579055569,100,-43.71280660043907,115.83456465743183,73.4,3.36
northam,75,GB,1579055819,93,65.34764898381391,-136.3740398140354,46.4,8.12
paranagua,75,BR,1579055819,100,-38.14031359804967,-147.71998731958854,64.4,6.93
khor,100,RU,1579055819,95,46.69289349050939,168.64398777287812,-1.79,8.05
matay,33,EG,1579055819,49,61.75139882410966,-37.987588188406534,52.38,5.08
shetpe,100,KZ,1579055819,73,4.44669346449156,78.29044911481145,32.59,3.13
mahebourg,40,MU,1579055819,94,-24.71304779029775,135.01170210900347,80.01,5.82
guerrero negro,100,MX,1579055819,78,77.26497739596249,-91.6872613319766,59.5,10.56
shubarshi,69,KZ,1579055820,97,-34.2001278920014,-27.28624661070495,21.87,11.61
golubitskaya,75,RU,1579055820,86,7.564891607897806,35.38439297191431,37.4,11.18
tura,0,IN,1579055820,56,54.41309008215276,135.81899814171766,68.94,1.03
aberdeen,20,GB,1579055820,74,-29.98294895363025,151.42694001283093,39.0,18.34
north bend,40,US,1579055817,93,70.68538277796009,-17.88692178867339,39.0,3.02
bartica,75,GY,1579055820,100,-60.62696271890011,21.23216431948282,75.2,2.24
dourbali,0,TD,1579055820,13,42.40627568839247,-74.89015180017229,69.08,7.63
huarmey,62,PE,1579055820,83,-1.269754461318243,78.44930958062673,67.23,2.06
tecoanapa,0,MX,1579055821,82,-50.01138899850678,-46.53713745103548,75.69,1.99
pandan,4,PH,1579055821,76,79.84656287365056,69.91430593168349,80.91,20.98
along,91,IN,1579055821,60,-53.747861101562684,-107.62366436029188,56.1,3.04
skjervoy,100,NO,1579055821,81,57.9590194039142,156.48181841247475,24.93,12.06
wiwili,46,NI,1579055821,97,42.03343879695083,-125.48359464673854,66.04,4.54
barcelos,40,PT,1579055821,82,60.40532583889751,77.14283121560038,57.2,26.4
nishihara,20,JP,1579055821,64,-5.188244783181204,125.53081208173694,68.0,10.29
saint-joseph,0,RE,1579055821,73,89.44485490762642,3.1416874394549836,80.6,5.82
mount gambier,75,AU,1579055822,64,-36.65442467460078,-163.5865363346722,68.0,14.99
hovd,100,MN,1579055822,88,86.42225706517527,126.59407502352957,-2.7,1.72
berbera,46,SO,1579055822,75,-25.878612361596154,86.96008709478463,75.22,10.27
tandil,2,AR,1579055815,57,-7.385292197111141,177.90783582261633,74.44,8.23
iqaluit,5,CA,1579055822,59,76.37807830135984,51.18115486586149,-32.01,13.87
lichtenburg,0,ZA,1579055822,79,-78.77876970264397,36.62436711383282,63.18,11.12
pemangkat,69,ID,1579055822,70,-58.34060834695525,-55.157527871187796,84.13,5.55
saint-francois,0,FR,1579055822,66,-64.51907726436107,-155.1415466405414,48.2,10.29
shelburne,90,CA,1579055823,93,57.55726996756633,-125.60367817010022,37.99,6.93
broken hill,53,AU,1579055823,26,15.682246371305041,147.95934593003676,95.0,9.17
noumea,40,NC,1579055746,55,65.21726349613735,-170.22458237109709,89.6,13.87
sovetskaya,100,RU,1579055823,8,-24.898705091395854,23.682038455751524,33.01,8.01
yarim,0,YE,1579055823,48,87.15494615055155,105.6412319815326,43.47,3.29
hobyo,67,SO,1579055823,71,-30.38395840053088,-91.07154914258219,74.07,16.31
san juan bautista,75,PE,1579055823,83,17.271372638422974,-173.85550711255803,71.6,8.05
lazaro cardenas,49,MX,1579055703,84,3.685700265722545,-174.60811598190804,74.64,1.97
wharton,90,US,1579055824,100,-61.92140104269072,-112.94349996224135,73.0,6.93
monrovia,20,LR,1579055824,94,30.71604014634893,3.9126891185913166,77.0,4.7
mucurapo,40,TT,1579055824,88,88.7734897896577,167.6476444944892,77.0,3.36
nanortalik,23,GL,1579055824,75,-20.489063529391856,-97.36338390131385,20.25,14.45
aitape,100,PG,1579055824,78,86.43065948585448,15.186111573159195,83.37,19.69
ormara,0,PK,1579055824,47,-81.56500931548169,72.279628698625,63.91,15.55
fuling,97,CN,1579055824,80,65.93095817075951,-112.71866449524357,39.22,3.31
victoria,20,HK,1579055675,68,33.62555573403385,39.292608325308095,71.01,21.92
clyde river,20,CA,1579055825,75,-35.90900948218909,-172.34614838976105,-14.8,14.99
macapa,20,BR,1579055825,100,35.570900349660974,121.1723778269668,82.4,5.82
deputatskiy,7,RU,1579055826,67,-43.71280660043907,115.83456465743183,-28.79,2.98
jiazi,100,CN,1579055826,66,65.34764898381391,-136.3740398140354,61.25,10.16
lensk,98,RU,1579055826,91,-38.14031359804967,-147.71998731958854,3.81,11.05
le port,41,RE,1579055826,78,46.69289349050939,168.64398777287812,80.6,11.41
bethel,90,US,1579055826,100,61.75139882410966,-37.987588188406534,43.0,3.96
husavik,90,IS,1579055600,97,4.44669346449156,78.29044911481145,35.6,29.97
saurimo,100,AO,1579055826,95,-24.71304779029775,135.01170210900347,64.8,2.08
camacha,40,PT,1579055827,77,77.26497739596249,-91.6872613319766,62.6,5.82
east london,2,ZA,1579055827,85,-34.2001278920014,-27.28624661070495,73.85,11.88
lompoc,1,US,1579055827,87,7.564891607897806,35.38439297191431,55.4,14.99
faya,0,SA,1579055827,30,54.41309008215276,135.81899814171766,46.4,6.93
kautokeino,100,NO,1579055827,94,-29.98294895363025,151.42694001283093,10.6,9.22
okhotsk,0,RU,1579055827,69,70.68538277796009,-17.88692178867339,-8.55,15.79
nuuk,100,GL,1579055827,92,-60.62696271890011,21.23216431948282,12.2,11.41
bredy,42,RU,1579055827,89,42.40627568839247,-74.89015180017229,7.56,9.69
hopkinsville,75,US,1579055827,100,-1.269754461318243,78.44930958062673,54.0,4.7
bhanjanagar,7,IN,1579055828,53,-50.01138899850678,-46.53713745103548,69.4,0.87
caravelas,100,BR,1579055828,78,79.84656287365056,69.91430593168349,78.75,2.55
hamilton,20,US,1579055567,93,-53.747861101562684,-107.62366436029188,43.0,1.79
santa cruz,40,BO,1579055828,94,57.9590194039142,156.48181841247475,75.2,6.93
balkanabat,3,TM,1579055828,82,42.03343879695083,-125.48359464673854,34.32,6.89
ekibastuz,100,KZ,1579055828,82,60.40532583889751,77.14283121560038,22.46,19.91
ascension,40,US,1579055828,94,-5.188244783181204,125.53081208173694,73.4,5.48
mahibadhoo,21,MV,1579055828,72,89.44485490762642,3.1416874394549836,80.87,12.55
tolaga bay,0,NZ,1579055829,73,-36.65442467460078,-163.5865363346722,60.6,22.08
goundam,41,ML,1579055829,13,86.42225706517527,126.59407502352957,57.56,11.1
germersheim,75,DE,1579055829,87,-25.878612361596154,86.96008709478463,48.99,6.93
anloga,40,GH,1579055829,94,-7.385292197111141,177.90783582261633,80.6,5.82
